Publication_Name,Quartile,Field,CiteScore
nature astronomy,Quartile 2,NS,3.18
nature biomedical engineering,Quartile 1,NS,8.01
nature biotechnology,Quartile 1,NS,11.51
nature cell biology,Quartile 1,NS,12.93
nature chemical biology,Quartile 1,NS,9.33
nature chemistry,Quartile 1,NS,15.12
nature climate change,Quartile 1,NS,12.78
nature communications,Quartile 1,NS,12.19
nature conservation,Quartile 2,NS,1.33
nature conservation research,Quartile 3,NS,0.49
nature ecology and evolution,Quartile 1,NS,6.88
nature energy,Quartile 1,NS,26.88
nature environment and pollution technology,Quartile 4,NS,0.28
nature genetics,Quartile 1,NS,19.88
nature geoscience,Quartile 1,NS,9.67
nature human behaviour,Quartile 1,NS,3.88
nature immunology,Quartile 1,NS,14.71
nature materials,Quartile 1,NS,26.43
nature medicine,Quartile 1,NS,19.14
nature methods,Quartile 1,NS,14.25
nature microbiology,Quartile 1,NS,9.11
nature nanotechnology,Quartile 1,NS,23.86
nature neuroscience,Quartile 1,NS,16.74
nature photonics,Quartile 1,NS,20.77
nature physics,Quartile 1,NS,13.01
nature plants,Quartile 1,NS,6.65
nature protocols,Quartile 1,NS,12.65
nature reviews cancer,Quartile 1,NS,23.23
nature reviews cardiology,Quartile 1,NS,5.11
nature reviews chemistry,Quartile 1,NS,14.35
nature reviews clinical oncology,Quartile 1,NS,8.04
nature reviews disease primers,Quartile 1,NS,25.88
nature reviews drug discovery,Quartile 1,NS,9.9
nature reviews endocrinology,Quartile 1,NS,6.1
nature reviews gastroenterology and hepatology,Quartile 1,NS,6.04
nature reviews genetics,Quartile 1,NS,16.63
nature reviews immunology,Quartile 1,NS,18.05
nature reviews materials,Quartile 1,NS,37.75
nature reviews microbiology,Quartile 1,NS,14.7
nature reviews molecular cell biology,Quartile 1,NS,18.74
nature reviews nephrology,Quartile 1,NS,4.92
nature reviews neurology,Quartile 1,NS,7.3
nature reviews neuroscience,Quartile 1,NS,16.94
nature reviews urology,Quartile 1,NS,2.06
nature reviews. rheumatology,Quartile 1,NS,6.26
nature structural and molecular biology,Quartile 1,NS,9.23
natures sciences societes,Quartile 3,NS,0.37
naturschutz und landschaftsplanung,Quartile 4,NS,0.18
nau literaria,Quartile 4,Other,0.02
nauchno-prakticheskaya revmatologiya,Quartile 4,NS,0.27
naukovyi visnyk natsionalnoho hirnychoho universytetu,Quartile 2,NS,0.77
naunyn-schmiedeberg's archives of pharmacology,Quartile 2,NS,2.08
nautilus,Quartile 4,NS,0.6
naval architect,Quartile 4,NS,0.01
naval research logistics,Quartile 2,NS,1.12
"navigation, journal of the institute of navigation",Quartile 1,NS,2.01
nber macroeconomics annual,Quartile 2,EC,1.71
nchs data brief,Quartile 1,NS,10.88
ndt and e international,Quartile 1,NS,3.75
near eastern archaeology,Quartile 1,Other,0.87
near surface geophysics,Quartile 3,NS,1.36
nebraska symposium on motivation,Quartile 3,Other,1.27
nec technical journal,Quartile 4,NS,0.14
nederlands kunsthistorisch jaarboek,Quartile 2,Other,0.19
nederlands tijdschrift voor dermatologie en venereologie,Quartile 4,NS,0.03
nederlands tijdschrift voor geneeskunde,Quartile 4,NS,0.12
nederlandse letterkunde,Quartile 2,Other,0.09
nefrologia,Quartile 4,NS,0.48
neftyanoe khozyaystvo - oil industry,Quartile 3,NS,0.45
negentiende eeuw,Quartile 4,Other,0.02
negotiation and conflict management research,Quartile 2,EC,1.38
negotiation journal,Quartile 3,Other,0.27
neiranji gongcheng/chinese internal combustion engine engineering,Quartile 4,NS,0.27
neiranji xuebao/transactions of csice (chinese society for internal combustion engines),Quartile 4,NS,0.36
nelineinaya dinamika,Quartile 3,NS,0.64
nematology,Quartile 2,NS,1.2
nematropica,Quartile 4,NS,0.32
neobiota,Quartile 1,NS,2.26
neohelicon,Quartile 4,Other,0.11
neonatal network : nn,Quartile 3,NS,0.48
neonatology,Quartile 1,NS,2.49
neophilologus,Quartile 2,Other,0.15
neoplasia,Quartile 2,NS,4.42
neoplasma,Quartile 4,NS,1.73
neoreviews,Quartile 4,NS,0.21
neotestamentica,Quartile 3,Other,0.09
neotropical biology and conservation,Quartile 3,NS,0.55
neotropical entomology,Quartile 2,NS,1
neotropical ichthyology,Quartile 2,NS,1.41
nephrologe,Quartile 4,NS,0.07
nephrologie et therapeutique,Quartile 4,NS,0.69
nephrology,Quartile 3,NS,1.44
nephrology dialysis transplantation,Quartile 1,NS,3.7
nephrology nursing journal,Quartile 3,NS,0.42
"nephrology, dialysis and transplantation",Quartile 4,NS,0
nephron,Quartile 2,NS,1.88
nephron extra,Quartile 3,NS,1.27
nephro-urology monthly,Quartile 3,NS,1.07
nervenheilkunde,Quartile 3,NS,0.17
nervno-myshechnye bolezni,Quartile 4,NS,0.38
nestle nutrition institute workshop series,Quartile 2,NS,1.35
netherlands heart journal,Quartile 3,NS,0.96
netherlands international law review,Quartile 3,Other,0.38
netherlands journal of critical care,Quartile 4,NS,0.13
netherlands journal of medicine,Quartile 3,NS,0.69
netherlands quarterly of human rights,Quartile 2,Other,0.58
netherlands yearbook of international law,Quartile 3,Other,0.47
netnomics: economic research and electronic networking,Quartile 3,EC,0.68
network modeling and analysis in health informatics and bioinformatics,Quartile 3,NS,0.9
network science,Quartile 1,Other,1.73
network security,Quartile 3,Other,0.77
network: computation in neural systems,Quartile 4,NS,1.45
networks,Quartile 3,Other,1.4
networks and heterogeneous media,Quartile 2,Other,1.28
networks and spatial economics,Quartile 1,Other,2.7
neue rundschau,Quartile 4,Other,0
neue zeitschrift fur musik,Quartile 4,Other,0
neue zeitschrift fur systematische theologie und religionsphilosophie,Quartile 2,Other,0.15
neues jahrbuch fur geologie und palaontologie - abhandlungen,Quartile 3,NS,0.85
"neues jahrbuch fur mineralogie, abhandlungen",Quartile 4,NS,0.64
neuphilologische mitteilungen,Quartile 4,Other,0
neural computation,Quartile 1,Other,2.39
neural computing and applications,Quartile 1,Other,4.2
neural development,Quartile 2,NS,2.29
neural network world,Quartile 3,Other,1
neural networks,Quartile 1,Other,9.86
neural plasticity,Quartile 1,NS,3.33
neural processing letters,Quartile 1,Other,3.08
neural regeneration research,Quartile 3,NS,1.64
neurobiology of aging,Quartile 1,NS,4.59
neurobiology of disease,Quartile 1,NS,5.36
neurobiology of learning and memory,Quartile 1,NS,3.24
neurobiology of pain,Quartile 1,NS,2.12
neurobiology of sleep and circadian rhythms,Quartile 1,NS,3.06
neurobiology of stress,Quartile 1,NS,8.28
neurocase,Quartile 3,Other,1.03
neurochemical research,Quartile 2,NS,2.8
neurochemistry international,Quartile 2,NS,4.02
neurochirurgie,Quartile 3,NS,0.94
neurocirugia,Quartile 3,NS,0.44
neurocomputing,Quartile 1,Other,5
neurocritical care,Quartile 1,NS,2.83
neurodegenerative disease management,Quartile 1,NS,1.43
neurodegenerative diseases,Quartile 2,NS,2.5
neuroendocrinology,Quartile 1,NS,5.24
neuroendocrinology letters,Quartile 3,NS,0.79
neuroepidemiology,Quartile 1,NS,3.53
neuroepigenetics,Quartile 1,NS,3.29
neuroethics,Quartile 2,NS,1.18
neuroforum,Quartile 4,NS,0.11
neurogastroenterology and motility,Quartile 1,NS,3.85
neurogenetics,Quartile 2,NS,2.81
neuroimage,Quartile 1,NS,6.13
neuroimage: clinical,Quartile 1,NS,4.45
neuroimaging clinics of north america,Quartile 3,NS,1.46
neuroimmunomodulation,Quartile 3,NS,1.65
neuroinformatics,Quartile 1,NS,4.67
neurologia,Quartile 3,NS,1
neurologia argentina,Quartile 4,NS,0.04
neurologia i neurochirurgia polska,Quartile 3,NS,0.99
neurologia medico-chirurgica,Quartile 1,NS,1.8
neurologia-neurocirugia psiquiatria,Quartile 4,NS,0
neurologic clinics,Quartile 1,NS,3.23
neurological research,Quartile 2,NS,1.85
neurological sciences,Quartile 2,NS,1.76
neurological sciences and neurophysiology,Quartile 4,NS,0.09
neurological surgery,Quartile 4,NS,0.15
neurologie und rehabilitation,Quartile 4,NS,0.09
neurologist,Quartile 3,NS,0.87
neurology,Quartile 1,NS,3.85
neurology and therapy,Quartile 1,NS,3.43
neurology asia,Quartile 4,NS,0.25
neurology india,Quartile 4,NS,0.53
neurology international,Quartile 3,NS,1
neurology psychiatry and brain research,Quartile 3,NS,0.57
neurology research international,Quartile 3,NS,1.71
neurology: clinical practice,Quartile 3,NS,0.95
neurology: genetics,Quartile 2,NS,2.95
neurology: neuroimmunology and neuroinflammation,Quartile 1,NS,4.64
neuromethods,Quartile 4,NS,0.28
neuromodulation,Quartile 2,NS,1.53
neuromolecular medicine,Quartile 2,NS,2.94
neuromuscular disorders,Quartile 1,NS,2.33
neuron,Quartile 1,NS,11.87
neuro-oncology,Quartile 1,NS,6.99
neuro-oncology practice,Quartile 3,NS,1.18
neuro-ophthalmology,Quartile 3,NS,0.73
neuro-ophthalmology japan,Quartile 4,NS,0.03
neuropathology,Quartile 2,NS,2.09
neuropathology and applied neurobiology,Quartile 1,NS,4.42
neuropediatrics,Quartile 2,NS,1.32
neuropeptides,Quartile 2,NS,2.52
neuropharmacology,Quartile 1,NS,4.42
neurophotonics,Quartile 1,NS,3
neurophysiologie clinique,Quartile 2,NS,2.29
neurophysiologie-labor,Quartile 4,NS,0.11
neurophysiology,Quartile 4,NS,0.27
neuropsychiatria i neuropsychologia,Quartile 4,NS,0.14
neuropsychiatric disease and treatment,Quartile 1,NS,2.58
neuropsychiatrie,Quartile 3,Other,0.67
neuropsychiatrie de l'enfance et de l'adolescence,Quartile 3,NS,0.5
neuropsychoanalysis,Quartile 4,NS,0.68
neuropsychobiology,Quartile 2,NS,1.91
neuropsychologia,Quartile 1,NS,3.24
neuropsychological rehabilitation,Quartile 1,Other,2.17
neuropsychological trends,Quartile 4,NS,0.75
neuropsychology,Quartile 1,Other,3.04
neuropsychology review,Quartile 1,Other,4.86
neuropsychopharmacologia hungarica,Quartile 4,NS,0.27
neuropsychopharmacology,Quartile 1,NS,6.22
neuropsychopharmacology reports,Quartile 4,Other,0
neuroquantology,Quartile 4,NS,0.69
neuroradiology,Quartile 1,NS,2.46
neuroradiology journal,Quartile 3,NS,1.21
neuroregulation,Quartile 3,Other,0.81
neurorehabilitation,Quartile 2,NS,1.44
neurorehabilitation and neural repair,Quartile 1,NS,4.6
neuroreport,Quartile 3,NS,1.33
neuroscience,Quartile 2,NS,3.46
neuroscience and behavioral physiology,Quartile 4,NS,0.19
neuroscience and biobehavioral reviews,Quartile 1,NS,8.46
neuroscience bulletin,Quartile 2,NS,3.31
neuroscience letters,Quartile 3,NS,2.21
neuroscience research,Quartile 3,NS,2.19
neurosciences,Quartile 3,NS,0.91
neuroscientist,Quartile 1,NS,5.19
neurosignals,Quartile 3,NS,1.58
neurosurgery,Quartile 2,NS,1.56
neurosurgery clinics of north america,Quartile 1,NS,2.28
neurosurgical focus,Quartile 1,NS,2.58
neurosurgical review,Quartile 1,NS,2.04
neurotherapeutics,Quartile 1,NS,5.47
neurotoxicity research,Quartile 2,NS,3.09
neurotoxicology,Quartile 2,NS,3.08
neurotoxicology and teratology,Quartile 2,NS,3.17
neurourology and urodynamics,Quartile 1,NS,2.15
neutron news,Quartile 4,NS,0.35
nevrologicheskii zhurnal,Quartile 4,NS,0.2
"nevrologiya, neiropsikhiatriya, psikhosomatika",Quartile 4,NS,0.29
nevtani ertesito,Quartile 3,Other,0.15
new armenian medical journal,Quartile 4,NS,0.07
new astronomy,Quartile 3,NS,1.03
new astronomy reviews,Quartile 1,NS,6.9
new bioethics,Quartile 3,NS,0.62
new biotechnology,Quartile 1,NS,4.04
new cinemas,Quartile 3,Other,0.05
new criminal law review,Quartile 2,Other,0.71
new design,Quartile 4,NS,0
new developments in mass spectrometry,Quartile 4,NS,0.11
new developments in nmr,Quartile 4,NS,0.48
new directions for child and adolescent development,Quartile 2,Other,1.41
new directions for evaluation,Quartile 4,EC,0.39
new directions for student leadership,Quartile 3,NS,0.4
new directions for teaching and learning,Quartile 4,Other,0.33
new economic windows,Quartile 1,EC,2.27
new educational review,Quartile 3,Other,0.45
new educator,Quartile 2,Other,0.68
new electronics,Quartile 4,NS,0
new england journal of medicine,Quartile 1,NS,16.1
new england quarterly-a historical review of new england life and letters,Quartile 2,Other,0.1
new england review-middlebury series,Quartile 4,Other,0.01
new forests,Quartile 1,NS,2.58
new generation computing,Quartile 3,Other,0.95
new genetics and society,Quartile 1,Other,1.84
new german critique,Quartile 2,Other,0.14
new ideas in psychology,Quartile 1,Other,1.88
new journal of botany,Quartile 4,NS,0.14
new journal of chemistry,Quartile 1,NS,3.09
new journal of physics,Quartile 1,NS,3.65
new left review,Quartile 1,Other,1.89
new literary history,Quartile 1,Other,0.8
new mathematics and natural computation,Quartile 3,Other,0.95
new media and society,Quartile 1,Other,5.49
new medicine,Quartile 4,NS,0.11
new medit,Quartile 3,EC,0.8
new mexico geology,Quartile 4,NS,0.18
new mexico historical review,Quartile 3,Other,0.11
new microbes and new infections,Quartile 3,NS,1.71
new microbiologica,Quartile 3,NS,1.56
new orleans review,Quartile 3,Other,0.03
new perspectives,Quartile 4,Other,0.18
new perspectives on turkey,Quartile 1,Other,0.63
new physics: sae mulli,Quartile 4,NS,0.24
new phytologist,Quartile 1,NS,7.17
new political economy,Quartile 1,Other,3.71
new political science,Quartile 2,Other,0.75
new review of academic librarianship,Quartile 1,Other,1.21
new review of film and television studies,Quartile 2,Other,0.18
new review of hypermedia and multimedia,Quartile 1,NS,1.63
new review of information networking,Quartile 4,Other,0.19
new scientist,Quartile 4,NS,0.05
new solutions: a journal of environmental and occupational health policy,Quartile 3,NS,0.7
new space,Quartile 3,EC,0.78
"new technology, work and employment",Quartile 2,EC,2.14
new testament studies,Quartile 1,Other,0.4
new theatre quarterly,Quartile 3,Other,0.09
new voices in translation studies,Quartile 2,Other,0.18
new writing,Quartile 1,Other,0.22
new york journal of mathematics,Quartile 3,Other,0.62
new york university journal of law and liberty,Quartile 4,Other,0.18
new york university law review,Quartile 2,Other,0.99
new zealand economic papers,Quartile 3,EC,0.55
new zealand entomologist,Quartile 4,NS,0.22
new zealand geographer,Quartile 3,NS,0.56
new zealand journal of agricultural research,Quartile 2,NS,1.06
new zealand journal of botany,Quartile 3,NS,0.9
new zealand journal of crop and horticultural science,Quartile 2,NS,0.91
new zealand journal of ecology,Quartile 2,NS,1.63
new zealand journal of educational studies,Quartile 3,Other,0.9
new zealand journal of forestry science,Quartile 2,NS,1.24
"new zealand journal of geology, and geophysics",Quartile 2,NS,1.49
new zealand journal of history,Quartile 2,Other,0.33
new zealand journal of marine and freshwater research,Quartile 2,NS,1.29
new zealand journal of medical laboratory science,Quartile 4,NS,0.2
new zealand journal of psychology,Quartile 3,Other,0.59
new zealand journal of zoology,Quartile 3,NS,0.59
new zealand medical journal,Quartile 2,NS,0.67
new zealand plant protection,Quartile 3,NS,0.68
new zealand public health surveillance report,Quartile 4,NS,0
new zealand sociology,Quartile 3,Other,0.2
new zealand veterinary journal,Quartile 1,NS,1.59
news and tech,Quartile 4,NS,0
"news of the national academy of sciences of the republic of kazakhstan, series of geology and technical sciences",Quartile 4,NS,0.09
newsletters on stratigraphy,Quartile 1,NS,3.24
nexus network journal,Quartile 1,Other,0.38
nfs journal,Quartile 1,NS,4.29
nicotine and tobacco research,Quartile 1,NS,3.83
nietzsche-studien,Quartile 4,Other,0.07
nigerian journal of clinical practice,Quartile 2,NS,0.64
nigerian journal of physiological sciences,Quartile 4,NS,0.39
nihon reoroji gakkaishi,Quartile 3,NS,0.48
nii technical reports,Quartile 4,Other,0.14
nijhoff international trade law series,Quartile 4,Other,0.05
nijhoff law specials,Quartile 4,Other,0.04
nijhoff studies in european union law,Quartile 4,Other,0.06
nineteenth century music,Quartile 3,Other,0.1
nineteenth century prose,Quartile 4,Other,0.02
nineteenth-century contexts,Quartile 2,Other,0.14
nineteenth-century french studies,Quartile 2,Other,0.11
nineteenth-century literature,Quartile 1,Other,0.27
nineteenth-century music review,Quartile 2,Other,0.14
nippon kinzoku gakkaishi/journal of the japan institute of metals,Quartile 4,NS,0.29
nippon shokuhin kagaku kogaku kaishi,Quartile 4,NS,0.29
nippon suisan gakkaishi,Quartile 4,NS,0.21
nishinihon journal of dermatology,Quartile 4,NS,0.02
nishinihon journal of urology,Quartile 4,NS,0.01
nispacee journal of public administration and policy,Quartile 3,Other,0.57
nitric oxide - biology and chemistry,Quartile 1,NS,3.56
njas - wageningen journal of life sciences,Quartile 1,NS,2.89
nmr in biomedicine,Quartile 1,NS,3.43
no to hattatsu,Quartile 4,NS,0.08
nobel medicus,Quartile 3,NS,0.16
noise and health,Quartile 2,NS,1.79
noise and vibration worldwide,Quartile 4,NS,0.31
noise control engineering journal,Quartile 3,NS,0.71
noise mapping,Quartile 1,NS,3.18
nomadic peoples,Quartile 3,Other,0.62
non-coding rna,Quartile 3,NS,1.67
non-coding rna research,Quartile 2,NS,2.5
nondestructive testing and evaluation,Quartile 2,NS,1.55
non-ferrous metals,Quartile 2,NS,0.82
nongye gongcheng xuebao/transactions of the chinese society of agricultural engineering,Quartile 2,NS,1.33
nongye jixie xuebao/transactions of the chinese society of agricultural machinery,Quartile 2,NS,1.34
